Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
S00065,Geography,Stock wall mission.,2/11/2025,Done,B,No
S06120,Geography,House really often relationship.,1/17/2025, not done ,D,No
S01692,History,Upon hope.,1/15/2025,done,B,No
S02276,History,General other person.,11/25/2024,pending,D,No
S10410,Arabic,Sit within college.,9/25/2024,DONE,F,Yes
S10159,Arabic,Me somebody.,2/12/2025, pending ,B-,No
S08809,Arabic,Natural billion.,12/11/2024,not done,A+, 
S10325,History,Mission factor.,1/30/2025, not done ,B-,Yes
S10344,Geography,Member remain represent.,10/28/2024,Done ,C-,No
S03050,English,Stock note.,9/22/2024,DONE,B,Yes
S08241,English,Mother technology authority.,1/16/2025,done,D, 
S00524,History,Under.,10/28/2024,Done ,A+, 
S12148,Geography,Most officer stage.,10/4/2024,notdone,C-,No
S04419,English,Modern sport.,1/31/2025, pending ,A, 
S01225,English,Pay gun.,9/26/2024,NOT DONE,B-,Yes
S02939,Math,Herself kitchen of.,3/1/2025,Not Done,D,Yes
S10500,Geography,Part newspaper born.,10/28/2024,Not Done,A,Yes
S08058,Geography,Nation sing.,12/10/2024,Done ,A+, 
S08303,English,Career decision practice.,1/13/2025,Done ,F,Yes
S02995,History,Government within.,9/20/2024,Done ,D,Yes
S11643,Arabic,Fear various.,1/5/2025, pending ,A+,No
S06125,Arabic,View cost inside.,1/29/2025,Pend,A, 
S05130,English,Learn any air coach.,3/8/2025,PENDING,C,No
S00551,Arabic,Since interesting station.,9/17/2024,Not Done,B, 
S10185,Arabic,Herself take success include.,11/3/2024,done,C-,Yes
S09438,History,Parent home grow on.,11/28/2024,not done,B,Yes
S02343,Math,Ever fire then.,2/20/2025,Done ,A, 
S11209,Math,Stop car.,11/10/2024, Done ,C-,Yes
S02079,English,Per guess trial.,10/5/2024,Pend,C,Yes
S00270,History,Gas policy special last.,2/15/2025,Pending,A+,Yes
S10564,Arabic,Turn night.,10/3/2024,Not Done,D, 
S09834,Science,Fact her back.,12/17/2024,DONE,A+,No
S01365,English,Long move.,12/31/2024,Not Done,B,Yes
S08573,English,Around work really.,12/1/2024,PENDING,D,Yes
S03588,Geography,Late there though level.,3/8/2025,Pending,B, 
S03337,English,Always almost machine.,3/6/2025,DONE,F,Yes
S02542,History,Must fast cut.,12/19/2024, Done ,C,No
S01321,Geography,Task happy benefit.,1/3/2025,Not Done,C-, 
S02879,English,Some a.,11/13/2024,Pending,A, 
S04344,Arabic,That national sign half.,2/6/2025, Done ,C-, 
S06898,History,Address reflect mother.,10/17/2024,Not Done,B, 
S06121,English,Idea modern tree.,3/8/2025,Done,C-,No
S10393,Math,Worker institution interest.,11/6/2024,done,A+, 
S11245,English,House turn.,2/22/2025, not done ,C-,No
S02088,Arabic,Control try represent.,2/16/2025,not done,C, 
S04074,Arabic,Think me score.,1/19/2025, Done ,F,No
S06924,Math,Respond owner.,10/14/2024,DONE,B,Yes
S03909,Science,Far detail wait.,11/1/2024,Done ,C-,No
S09670,Arabic,Else.,3/9/2025,Not Done,B-, 
S02015,Arabic,Same.,10/10/2024,Pending,C-,No
S10098,Science,Edge chair measure.,2/24/2025,Done,A, 
S07790,Geography,Begin someone.,12/7/2024,PENDING,B,Yes
S03108,Math,Camera really other.,2/8/2025,Done ,F,No
S00258,Science,Before different.,10/2/2024,Done ,F,Yes
S10089,Geography,Talk strategy.,9/28/2024,not done,A+,Yes
S02298,History,Media each.,11/21/2024, Done ,A, 
S04297,Math,Good hard.,11/13/2024,NOT DONE,B-,No
S04400,Arabic,Mouth red bit across.,11/1/2024,Pend,B-,No
S10347,Geography,Without teacher firm.,1/23/2025,Done ,A+, 
S02191,Arabic,Tree north once.,2/17/2025,notdone,B-, 
S08293,Math,Simply another situation.,11/24/2024,not done,A,Yes
S09066,Math,Rate.,10/7/2024,not done,C-,No
S08655,Geography,Floor.,2/8/2025,Done ,A+,No
S07457,Science,Time join.,9/28/2024,not done,A+,Yes
S08835,Geography,Area all.,3/9/2025,Done ,F,Yes
S02676,Science,Throw decide big.,3/5/2025,DONE,B,No
S00100,English,This.,12/14/2024,not done,B-,No
S07038,Geography,Now prove marriage.,2/23/2025,Done,A+,Yes
S04346,Arabic,Despite child.,10/7/2024,DONE,A, 
S08857,Math,Nature modern become.,12/24/2024,notdone,A,No
S02620,History,Study speak start.,1/8/2025,Done ,B-, 
S01191,Math,Ask statement out.,1/24/2025, Done ,A+, 
S07196,History,Since surface firm.,1/28/2025,PENDING,C-,Yes
S02783,Math,Body ten entire.,10/17/2024,not done,C-,Yes
S06433,History,Significant resource.,12/24/2024,Pending,D, 
S08797,Math,Position fish.,9/28/2024, Done ,A,Yes
S11613,Science,Deal open compare.,12/11/2024,PENDING,A,No
S03171,English,Property there.,10/9/2024,done,B,Yes
S02658,History,Tonight toward again.,12/7/2024,DONE,A, 
S06444,English,Tree.,12/7/2024, Done ,C-, 
S09456,Geography,Against sister seat.,12/25/2024, Done ,B-, 
S08751,Science,Hotel car more.,11/20/2024,Done,B-, 
S08819,Science,Buy.,10/12/2024,Done ,A,No
S08209,English,Product field.,11/18/2024,notdone,C-,No
S03526,Geography,Everything city road.,11/14/2024,NOT DONE,F,No
S02265,History,Guy reveal.,1/5/2025, not done ,C,Yes
S06587,Science,Down would.,1/7/2025,PENDING,B-,No
S10283,Science,International however.,1/6/2025,Done,F,No
S04400,History,Born course.,10/24/2024,Done,B,No
S11967,Math,Center tax.,2/18/2025,DONE,B, 
S05688,History,Yourself about voice.,1/18/2025,Done ,C-, 
S06411,Arabic,Movement say.,10/9/2024,NOT DONE,B-, 
S10631,Geography,When public senior agree.,10/12/2024,done,A+,Yes
S04625,History,Particular paper.,2/25/2025,notdone,F,Yes
S05170,Science,Sort.,10/30/2024,done,F,No
S01374,English,Coach.,11/23/2024,DONE,B-,No
S06990,Geography,Of continue.,11/6/2024,notdone,A,Yes
S03615,English,Compare.,12/23/2024,done,A+, 
S11128,Science,Television glass Mrs.,11/30/2024,DONE,F, 
S07266,Geography,Instead discussion.,12/9/2024, pending ,F, 
S06412,English,Case bad.,12/18/2024,Not Done,A+,No
S10476,English,By artist.,2/10/2025,Done,A+,No
S02207,English,Along source difficult.,10/26/2024, Done ,D,Yes
S06543,Math,Available memory prove.,10/1/2024,DONE,C,No
S07566,History,Record compare compare.,12/11/2024,Pend,F,Yes
S11713,Science,Shake should.,1/5/2025,not done,F, 
S08632,English,Land along.,9/21/2024,not done,F,Yes
S01493,Science,Through.,2/2/2025, not done ,D, 
S01638,English,Recognize detail.,11/20/2024,PENDING,A,Yes
S02344,Science,Or brother.,10/11/2024, Done ,B-,No
S04374,English,Face run first.,2/4/2025,Done,C-,Yes
S07965,Geography,Such direction music.,10/26/2024,done,F,No
S06287,English,Run artist mean.,3/7/2025,not done,B,No
S10236,Geography,Deep similar.,12/28/2024,Done ,B, 
S09540,Geography,Social before daughter.,11/9/2024,not done,A+,Yes
S02704,English,Usually anything southern.,11/9/2024,DONE,A+,No
S11382,History,Film issue along environmental.,1/19/2025,Done,B-,No
S05525,History,Rock for.,1/23/2025, Done ,C-,No
S07943,Arabic,Since audience water mouth.,3/5/2025,Done ,C-,Yes
S04511,Geography,Although expect traditional include.,1/20/2025,Done,F,No
S04206,Math,Project see girl.,9/10/2024,NOT DONE,A+,Yes
S05419,English,Event.,1/1/2025, Done ,B, 
S08677,Science,Contain four.,10/4/2024,done,A+,No
S05103,Geography,Poor sit choose.,11/22/2024, Done ,C, 
S03016,Arabic,Three visit know visit.,1/20/2025,Done ,D,No
S03164,Math,Set citizen.,12/26/2024, pending ,D, 
S11641,History,Matter recognize go.,1/13/2025, pending ,C-,Yes
S04280,English,Table through inside blood.,11/8/2024, Done ,B,No
S02011,Science,Many scene consider.,10/4/2024,Not Done,B-,Yes
S07346,Science,Agent but such.,12/30/2024, pending ,C-,Yes
S08185,Math,Bring nearly.,1/1/2025,done,D,No
S01068,Math,Other so body.,11/13/2024,Done,C-,Yes
S09126,Science,Sometimes fly exactly.,12/22/2024,Done,D,Yes
S06245,English,Worker industry choice.,10/14/2024,Not Done,F,No
S07769,History,Organization myself how machine.,11/21/2024,NOT DONE,C-,Yes
S07780,Geography,Wrong.,9/13/2024,Not Done,D, 
S02857,History,Left too life drive.,1/4/2025,done,F,No
S06740,Geography,Drug art professor.,1/14/2025,NOT DONE,F,No
S02879,English,Sort nothing.,1/6/2025,Done,A+, 
S05726,Arabic,Actually analysis.,2/11/2025, pending ,A,No
S11696,Math,Gun about executive.,10/18/2024, Done ,A+, 
S08623,English,Once history.,12/14/2024,notdone,B, 
S02688,English,Water article per.,1/15/2025,Not Done,A,Yes
S06570,History,Government prove foot.,10/21/2024,done,F, 
S04298,Science,Manage fight move.,2/11/2025,done,A+, 
S11273,Science,Future check.,2/14/2025,NOT DONE,A+, 
S04349,Arabic,Learn sort.,9/27/2024,done,C-, 
S07478,History,Population check significant.,2/4/2025,Done,B-,No
S04332,Math,Effect get.,2/26/2025,Done ,A,No
S11907,Science,Whether author.,9/11/2024,Pend,B-,No
S11219,Arabic,Win side.,11/7/2024,PENDING,B-,No
S06150,Math,Debate large.,1/1/2025, Done ,D,No
S00974,Geography,How better.,12/9/2024,Done ,C,Yes
S04128,Geography,East plan our through.,11/27/2024,DONE,F,Yes
S02637,Math,Rise beyond.,12/16/2024, pending ,C, 
S08358,Science,Number heavy will.,2/7/2025,Done ,C,Yes
S11084,Arabic,Quickly box local major.,12/22/2024,Not Done,F,Yes
S09240,Science,Far next south prove.,11/9/2024,NOT DONE,A,No
S04913,English,About structure ten sit.,9/13/2024,Pend,F, 
S06225,Arabic,Challenge need fish able.,9/22/2024,Done,F,Yes
S11151,English,Listen among gun.,9/26/2024,not done,B, 
S01329,History,Role true wait.,3/9/2025,NOT DONE,C,No
S02856,Geography,Across believe.,9/16/2024,DONE,D,Yes
S06611,Math,For sure.,12/31/2024,not done,F,Yes
S00432,Arabic,System forget treatment.,1/18/2025,Done ,C-,Yes
S08333,Arabic,Traditional prove radio.,12/22/2024,done,A+,No
S02816,Arabic,Sell subject certain.,1/21/2025, Done ,B-,No
S11062,History,Choice station staff.,10/30/2024,PENDING,F,Yes
S00308,History,Center heart.,2/23/2025,not done,B-, 
S03850,Science,Son price owner.,12/18/2024,NOT DONE,D,Yes
S00635,Geography,Time.,1/13/2025,Not Done,F,No
S01222,English,Trade strategy.,3/6/2025, not done ,A+, 
S05658,Arabic,Population walk floor.,2/3/2025,not done,B, 
S07198,Arabic,Hotel what she.,11/19/2024,Not Done,C,Yes
S08353,English,Begin price too.,11/2/2024,Done,A, 
S00622,History,Purpose student.,12/6/2024,not done,F,Yes
S11823,Math,Garden financial call.,12/14/2024,Done,F, 
S05623,English,Something.,1/24/2025,not done,B-,Yes
S02457,Math,Research leader.,9/10/2024, Done ,C,No
S01918,Science,Trouble those news pull.,10/25/2024,Not Done,B, 
S01673,Arabic,Production whether.,1/10/2025, not done ,A, 
S09907,History,Part guy without.,9/28/2024,Not Done,B,Yes
S11559,Math,Indicate such though.,9/27/2024,Not Done,B,No
S05759,Arabic,High party rule anyone.,10/18/2024, pending ,B-, 
S09430,English,Material economic.,9/15/2024,Not Done,F, 
S07307,Arabic,Record yourself subject.,11/2/2024,not done,B,No
S02691,Science,Into study.,10/23/2024,not done,C,Yes
S05742,History,Head trial beat.,1/23/2025,PENDING,A+,Yes
S12014,English,Type child.,2/27/2025,Done,B-, 
S06078,Science,Blue newspaper.,11/15/2024,DONE,C,Yes
S10992,History,Chair book tend.,2/3/2025,not done,C,Yes
S11316,Geography,Religious individual.,2/12/2025,not done,A,Yes
S03393,Geography,As seven never.,12/19/2024,not done,B, 
S07528,Arabic,Maintain half.,12/25/2024,Not Done,D,No
S08707,Math,Analysis least soldier.,1/15/2025,DONE,A+,No
S11886,Arabic,Hair on.,1/3/2025,Done ,B,No
S11950,History,They easy.,2/15/2025, not done ,D,Yes
S01208,English,Attorney not.,2/12/2025,Pending,F, 
S09860,Science,In network entire.,1/5/2025,PENDING,C-,No
S01841,History,Fly tax.,1/29/2025,Not Done,F, 
S01555,History,Although TV.,11/5/2024,not done,D, 
S02956,Arabic,Strong like.,3/2/2025,Not Done,D,No
S06195,English,Probably care.,2/5/2025,DONE,C, 
S05630,Science,Like drug fill.,3/8/2025,not done,C-,No
S02744,Arabic,House write senior.,11/21/2024,PENDING,F, 
S04282,History,Amount something.,2/11/2025, Done ,F,No
S02539,English,Throw.,12/15/2024,done,A, 
S07983,Science,Especially pull play.,10/8/2024,Done,A+, 
S08249,Math,New up.,12/5/2024,Pend,C,No
S08353,English,Minute agency key.,11/20/2024, Done ,A,No
S00075,Geography,Study child.,12/6/2024,Done ,B,Yes
S00761,Science,Issue form consider.,10/27/2024, pending ,B,Yes
S03505,Science,Artist sing.,1/19/2025, Done ,C,Yes
S07767,Math,Five charge.,11/3/2024,DONE,A, 
S07313,English,Threat herself.,9/23/2024,not done,C,Yes
S04888,Science,White way bring.,12/11/2024,Done,C-, 
S08378,Geography,Evening idea letter.,9/27/2024,DONE,B-,No
S04164,Arabic,Result cover learn.,2/13/2025, Done ,B-, 
S01405,Geography,Hit.,9/26/2024, pending ,D, 
S02555,Geography,People.,11/12/2024,done,C-,Yes
S11053,Science,Time often pretty.,11/22/2024, pending ,F, 
S03104,English,Agency medical.,11/18/2024,Done ,A+,Yes
S09535,Science,Game always hard.,9/24/2024,NOT DONE,D,Yes
S08542,Science,Method happen.,10/17/2024,Not Done,B, 
S06385,English,Read second win.,9/30/2024,pending,C, 
S11001,History,Some collection picture.,1/6/2025,Done ,B,No
S09535,Geography,Site.,12/22/2024, Done ,C-, 
S12116,Math,Late common.,1/14/2025, Done ,B-, 
S05591,Math,So no just.,10/19/2024,DONE,F,Yes
S00653,Science,Investment appear would.,11/28/2024, Done ,B-,Yes
S10909,Arabic,Home even group.,10/22/2024,PENDING,C, 
S02220,English,General government.,2/28/2025,Done ,A+,No
S08239,English,On herself.,1/29/2025,Not Done,A,Yes
S02717,Arabic,Street office pressure.,10/1/2024, Done ,C-,No
S10790,History,Ahead imagine together.,12/26/2024, not done ,A,No
S08906,Arabic,Behind once.,10/24/2024,Not Done,D,Yes
S04201,History,A environment.,12/7/2024,Pend,C,Yes
S05624,History,Western next approach.,1/22/2025, Done ,D,Yes
S04591,English,Firm write per.,12/16/2024,Done,A+, 
S06441,Science,Thank model.,10/18/2024,done,B-, 
S11845,Arabic,They job.,10/18/2024, not done ,B-,Yes
S06773,Math,Site among again.,11/16/2024,Not Done,C-,Yes
S09544,Science,Seven sing.,11/14/2024,pending,D,Yes
S02352,History,Meet force.,9/22/2024,NOT DONE,B,No
S00644,Geography,Morning money.,10/16/2024,pending,C,No
S09345,Math,First should.,9/11/2024,notdone,A, 
S06969,English,Catch church.,1/22/2025, Done ,F, 
S02713,Arabic,Begin speech fill.,11/20/2024,Done ,B-,No
S09427,Geography,Sell.,11/28/2024,notdone,B, 
S06962,Arabic,Project others when.,2/24/2025,Done ,A,No
S10453,Arabic,Friend party speak.,11/6/2024,not done,C-,No
S01740,History,Oil behind issue.,1/7/2025,Done,A,No
S08852,English,Nation inside anything have.,2/26/2025, Done ,C-,Yes
S02812,Arabic,Yard within.,12/10/2024, not done ,B-,Yes
S06387,English,None pick week.,10/19/2024,done,A,No
S04581,Math,Seven.,10/24/2024,NOT DONE,A,Yes
S04149,Science,Region group his.,9/21/2024,Done ,C, 
S04921,English,Face crime.,2/10/2025, not done ,F,Yes
S01469,Arabic,Low man image.,9/12/2024,Done ,C,Yes
S10918,English,Century guess break.,12/5/2024,Done ,C, 
S05867,English,Soldier happy institution.,2/5/2025,Pending,C,Yes
S08018,Arabic,Best source.,10/31/2024,NOT DONE,F, 
S11544,English,Generation trial return.,3/2/2025,Done,C-,Yes
S06164,Math,Energy city.,10/24/2024, Done ,C,Yes
S11134,English,Like this.,11/11/2024, not done ,F,Yes
S11205,Science,Base record.,12/9/2024,notdone,C, 
S00911,History,Trouble recent perform.,2/13/2025,Done ,F,No
S12071,Math,Religious hope.,11/2/2024,Done ,C,No
S10605,Science,Lose information bring.,1/31/2025,PENDING,F,Yes
S05357,Science,South debate.,1/4/2025,Done ,A,Yes
S09094,Arabic,Possible.,1/7/2025,DONE,C-, 
S02506,English,Science middle.,1/27/2025, Done ,F,No
S04313,Math,Weight dream.,9/29/2024,NOT DONE,B-, 
S10607,Arabic,Other.,1/29/2025,Done,A,Yes
S10014,Geography,Matter clear.,1/8/2025,not done,B, 
S02591,Science,Season benefit rule us.,9/8/2024,done,A,Yes
S04859,Math,And can.,12/19/2024,Done,D,Yes
S05380,Science,Improve across.,10/18/2024,PENDING,C,Yes
S04068,Arabic,Community year.,12/21/2024,PENDING,A+,No
S00309,Math,Approach leg onto.,11/20/2024,done,B, 
S05329,English,Per total trouble.,11/16/2024,done,B, 
S02759,Science,Sound fear.,9/10/2024,Not Done,F, 
S03005,English,Worry prevent return.,11/19/2024,NOT DONE,A, 
S02611,Geography,Left month.,11/2/2024, not done ,B,Yes
S10389,Math,Cell security however.,11/19/2024,NOT DONE,D, 
S02298,Arabic,Teach benefit.,9/16/2024, not done ,A+,Yes
S04605,English,Author reveal action.,1/1/2025,done,B, 
S05266,History,Dinner chance.,11/16/2024,not done,B, 
S03844,Math,Wish wonder million.,1/3/2025, not done ,A+,No
S09170,Arabic,Contain power.,2/9/2025, Done ,A+,Yes
S04426,English,Election those dog.,2/25/2025,notdone,B,Yes
S02047,Science,True join.,1/7/2025, not done ,B,Yes
S10308,Geography,Appear cover.,10/31/2024, Done ,A,No
S09190,History,Find yeah.,9/17/2024,notdone,B,Yes
S07551,Arabic,Man still.,2/3/2025,notdone,A+, 
S09827,Arabic,Serve investment.,10/7/2024,done,C-,No
S01159,History,Political look.,2/3/2025,PENDING,F,No
S05636,Math,Tonight let drive action.,10/15/2024,notdone,A,Yes
S02926,History,Season be opportunity.,9/20/2024,DONE,D,Yes
S11524,Geography,Reveal likely.,12/14/2024,NOT DONE,A, 
S11065,History,Nothing role.,9/27/2024, not done ,A,No
S06391,History,Them make hard.,12/21/2024, not done ,A,No
S09578,Arabic,Score drop.,12/25/2024,NOT DONE,D,No
S06214,History,Once seat.,10/9/2024,notdone,A+,Yes
S06640,History,Our street.,10/28/2024, not done ,F,Yes
S08787,Geography,Land fire.,9/15/2024,Not Done,A+,No
S03743,Science,Change west most.,1/14/2025,NOT DONE,B-,Yes
S11966,Arabic,Career marriage.,12/13/2024,Pending,F,Yes
S07102,History,Focus three.,2/25/2025,Not Done,B-,No
S03461,Science,Me into lead anyone.,10/28/2024, pending ,B-, 
S04869,History,She past.,9/8/2024,Not Done,A,No
S11808,Science,Again management music instead.,12/15/2024,Pend,B-, 
S11785,Arabic,However still.,12/21/2024,Not Done,C,No
S02722,Math,Fast good week.,2/2/2025,DONE,A+,Yes
S08073,Science,Voice black either.,9/20/2024,NOT DONE,B-,Yes
S03694,History,Development life.,2/7/2025,Pend,F, 
S00653,Arabic,Chance group approach.,2/7/2025,DONE,A,No
S08960,History,Admit.,11/28/2024,done,B,No
S04437,Science,Water.,10/4/2024,Done ,B-,No
S10375,Science,New.,12/25/2024,Pending,C,No
S07994,History,Watch hit.,2/27/2025,done,C,Yes
S02265,History,Not movie.,10/16/2024,Done,A+,Yes
S07555,Science,Picture owner base.,10/10/2024,Pending,D,Yes
S07948,English,Far firm.,10/12/2024, Done ,D,No
S09930,English,Guess after.,1/13/2025,Done,A, 
S07313,English,Throughout value risk.,10/20/2024,DONE,B-,Yes
S01904,Science,Language Democrat.,12/20/2024,Not Done,F,Yes
S00043,Math,Computer strategy act.,10/14/2024,PENDING,C,No
S00800,Math,Effect scene.,12/20/2024,Done ,A, 
S10637,English,Purpose weight these.,3/1/2025,DONE,D, 
S11853,Geography,Trouble discussion concern.,12/3/2024,Not Done,A+, 
S07333,Science,Need though.,2/4/2025,Done ,B-,Yes
S03156,History,Effort rate.,10/16/2024,Done ,A,Yes
S04638,History,Ahead seem.,11/30/2024,pending,C-,Yes
S03901,History,Right address.,12/14/2024,Done,B-,No
S11035,Geography,For gun.,11/3/2024,done,D,No
S02154,Arabic,Join major candidate.,1/6/2025, Done ,D,No
S10079,Geography,Customer today.,9/21/2024, not done ,C-,No
S11235,Science,Fill area.,2/4/2025,Pend,D,No
S07817,Science,Technology into.,10/23/2024,notdone,D,Yes
S02660,Geography,Any understand message.,9/10/2024, not done ,B,Yes
S08905,Math,Second lot behind.,12/18/2024,pending,C-,No
S10563,History,Direction herself.,2/26/2025,notdone,A, 
S11510,Math,Price especially worry.,10/17/2024,not done,B,Yes
S05298,Geography,Evening treatment heart.,10/22/2024,NOT DONE,C, 
S03687,Science,Scientist husband shake woman.,9/20/2024,notdone,B-,No
S02408,English,Ok describe sit.,12/20/2024, not done ,B,Yes
S10235,History,Third what moment.,1/14/2025,Done,A+,Yes
S06154,Science,Quality.,10/16/2024,Not Done,C-,Yes
S10651,English,Phone magazine especially.,11/9/2024,done,B-, 
S01931,Science,Need old option.,1/30/2025, pending ,C, 
S11799,English,Fly rate.,1/24/2025, Done ,C-, 
S08579,History,Again moment fly.,12/11/2024,notdone,C-,Yes
S08925,Arabic,Check close race.,10/14/2024,DONE,D, 
S06958,Science,Product forward chair.,1/8/2025,Not Done,B,No
S03353,Science,Against dark.,2/27/2025,Pending,C-, 
S02213,History,Few.,9/21/2024,Not Done,D,No
S10176,Arabic,Power fish child at.,11/6/2024,Done,B, 
S04838,Arabic,Southern out.,9/17/2024,done,B, 
S07878,Science,Walk read.,12/21/2024,Done ,A+, 
S08182,Geography,Find attention morning.,1/11/2025,Done,A, 
S09621,History,Lot true.,12/25/2024,done,A+, 
S07933,English,Member either guess.,9/8/2024,Not Done,B,Yes
S09839,History,First.,1/7/2025,not done,D,Yes
S11274,English,Whether as entire.,2/19/2025,done,C-, 
S07269,History,Follow eight range.,1/5/2025,NOT DONE,B-, 
S03442,Science,Development keep computer.,12/1/2024,Done ,B,Yes
S11864,Geography,Treat take thus receive.,2/28/2025,Pend,F,No
S07439,History,Nor protect nation card.,10/24/2024,notdone,A+,No
S12053,English,Two cut.,12/3/2024,Pending,F,Yes
S08463,Arabic,Election service.,9/24/2024,Pend,C-,Yes
S10338,Science,Part stay Democrat.,11/19/2024,pending,D,No
S10417,History,Campaign.,3/5/2025,not done,C, 
S02610,English,Financial structure start.,12/12/2024,Done,B, 
S00251,History,Bar parent.,9/24/2024,NOT DONE,A,No
S04276,Arabic,Indicate while.,10/15/2024,Done,A+, 
S05553,Math,One scientist same.,1/3/2025,Done ,F, 
S00760,Science,Discuss campaign deep.,1/31/2025,NOT DONE,F,Yes
S09441,Geography,And parent.,9/25/2024,done,B,No
S04972,Arabic,Respond pressure.,12/11/2024,PENDING,A+, 
S01067,English,Not travel.,11/25/2024,Done ,A,No
S07058,History,Region than could.,10/22/2024, not done ,A,No
S10491,Arabic,Discover may seem.,2/24/2025,DONE,D, 
S09712,History,Last film.,11/20/2024, Done ,C-,Yes
S05747,English,Bank.,2/8/2025,Not Done,F,Yes
S05591,Science,Company enough treat argue.,11/28/2024,Pending,B-,Yes
S10709,History,Worry structure.,9/28/2024,not done,D,Yes
S07357,Math,Enter message finally.,1/4/2025, not done ,C,Yes
S05876,Science,Only a join.,1/14/2025,notdone,B, 
S05062,Arabic,Also less.,11/25/2024,Done,F,No
S04154,Science,Green stop.,2/8/2025,Not Done,B, 
S09797,Arabic,Management time.,11/14/2024, Done ,B-,Yes
S05881,History,Third term at.,9/26/2024,Done,B,No
S00520,Science,Attention shake least.,2/21/2025,pending,B,No
S08215,Arabic,Buy however.,9/29/2024,notdone,C, 
S01639,History,Bad reality over.,12/12/2024,not done,C-,No
S02295,Arabic,Animal fund.,2/10/2025, pending ,A+, 
S06157,Geography,Newspaper detail rather.,11/15/2024,done,B-,Yes
S11380,History,Reveal about about walk.,9/19/2024,done,A, 
S04356,English,Later while address.,11/11/2024,DONE,B,Yes
S09776,English,Region success onto.,9/18/2024, not done ,F,No
S10325,Arabic,Go reveal food.,2/7/2025,done,B-, 
S11267,English,Message.,11/16/2024, Done ,B,No
S10248,History,Have us save.,1/11/2025,Done ,C,No
S03986,Math,Staff add training.,11/25/2024,DONE,A+, 
S07456,English,Nation TV particular different.,2/13/2025,Done ,B-,Yes
S09611,English,Own.,1/29/2025,NOT DONE,C,Yes
S12046,History,Home however.,11/24/2024,Done ,D,No
S05802,History,Example candidate imagine.,12/31/2024,Not Done,A+,Yes
S03101,Arabic,So sport.,9/30/2024, pending ,C,No
S08262,History,Theory any.,1/18/2025,NOT DONE,A, 
S08555,English,Apply grow nation.,10/17/2024,DONE,C, 
S07324,Math,The gun.,1/1/2025,Done,B-, 
S09143,Geography,Pay do capital.,2/18/2025,Pend,C, 
S06183,English,Relate account PM.,11/6/2024, Done ,D, 
S05455,History,Feeling various experience.,1/30/2025,Done ,D,No
S11136,Geography,Future anyone put.,2/13/2025,done,B-, 
S05905,English,In speech security.,1/25/2025, not done ,C,Yes
S09029,Math,Forward all.,12/31/2024,Done,B,No
S12005,English,Agree third father.,11/11/2024, pending ,B-, 
S06843,Geography,Join compare.,11/23/2024,done,F, 
S10220,Geography,Rich ahead attention operation.,10/31/2024,Done,A+,Yes
S04667,Arabic,Spring north.,12/29/2024,done,F,No
S09308,Geography,Image party store.,2/14/2025,Not Done,A+, 
S05996,English,Knowledge available since.,2/24/2025,Done ,C,Yes
S04899,Science,Understand.,11/12/2024, Done ,C,No
S10612,Math,Well bit even.,11/18/2024,Done ,B, 
S08503,Geography,Rather kitchen.,2/27/2025,Done ,B-, 
S11235,History,Skin contain teach.,1/11/2025,done,B,No
S03232,Geography,Anything mind.,12/8/2024,done,C, 
S05475,History,Deal billion arrive.,12/1/2024,done,B-,Yes
S11240,History,Listen know.,10/24/2024,DONE,B,Yes
S08569,History,Leg eight light.,1/4/2025,Done ,C,Yes
S06762,Math,A ok tough.,9/26/2024,notdone,A,Yes
S04905,English,Too know.,10/27/2024,PENDING,B,Yes
S05909,English,Land without keep.,10/30/2024,done,F, 
S07581,English,Quality catch.,1/11/2025,not done,D,Yes
S01706,Math,Start catch.,2/13/2025,NOT DONE,F,No
S03595,History,Consider pay.,11/1/2024,Not Done,A+,No
S08699,Arabic,Dinner factor card.,9/21/2024,done,A+,Yes
S11341,English,Past though.,1/19/2025,done,B,Yes
S09195,Math,More like decide.,2/4/2025,DONE,C-,No
S05768,English,Present.,1/18/2025,notdone,A, 
S06877,English,Area those here.,10/27/2024,Done,D,Yes
S02998,Geography,Weight forward.,11/26/2024,Not Done,C,Yes
S00240,Arabic,Fast real meet suggest.,11/11/2024, Done ,A,No
S11738,Science,Catch term.,2/28/2025,NOT DONE,F,Yes
S08724,Science,From drive.,9/29/2024,Pend,B,Yes
S03012,Science,Such watch.,10/3/2024, Done ,A+,No
S04028,Arabic,Little prove reach.,10/6/2024,NOT DONE,B-,Yes
S01316,Geography,Truth not.,2/23/2025,Pend,B-,Yes
S05520,History,Science president foreign.,12/4/2024,Not Done,B-, 
S04275,History,Politics century.,9/12/2024, Done ,D,Yes
S05448,History,Nice score enough.,1/22/2025,not done,B, 
S01217,Math,Edge under.,2/6/2025, not done ,C-,Yes
S08742,Science,Heavy machine.,2/24/2025,notdone,B-,Yes
S10800,English,Tend lawyer top.,2/21/2025,NOT DONE,A+, 
S05635,Geography,Involve keep through.,11/4/2024,NOT DONE,B, 
S04194,Arabic,Page rest as.,1/31/2025,Not Done,A+,Yes
S11034,History,Where wear third couple.,1/6/2025,Done ,D,Yes
S02583,History,Determine region.,12/7/2024,NOT DONE,B,Yes
S07837,History,Defense simply pass.,1/25/2025, Done ,D, 
S07371,Math,Article public economic.,2/13/2025,not done,B-,Yes
